ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-02-24,26.625409619617912,8.709869740047743,14.368487540193906,26.625409619617912,26.625409619617912,-15.041329519927034,-15.041329519927034,-15.041329519927034,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007296646,0.14217448007296646,0.14217448007296646,0.0,0.0,0.0,11.584080099690878
2024-02-25,26.341897129804508,8.374391800125142,13.849223437305646,26.341897129804508,26.341897129804508,-15.221563633550181,-15.221563633550181,-15.221563633550181,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.038059633550182284,-0.038059633550182284,-0.038059633550182284,0.0,0.0,0.0,11.120333496254327
2024-02-26,26.058384639991104,8.1029614278824,13.674461598257212,26.058384639991104,26.058384639991104,-15.181511512263299,-15.181511512263299,-15.181511512263299,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0019924877367006053,0.0019924877367006053,0.0019924877367006053,0.0,0.0,0.0,10.876873127727805
2024-02-27,25.7748721501777,7.8203436045427095,13.601086096653864,25.7748721501777,25.7748721501777,-15.144282186664377,-15.144282186664377,-15.144282186664377,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0392218133356239,0.0392218133356239,0.0392218133356239,0.0,0.0,0.0,10.630589963513323
2024-02-28,25.49135966036429,7.320032370939981,13.091219166639934,25.49135966036429,25.49135966036429,-15.260556845730758,-15.260556845730758,-15.260556845730758,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573075512,-0.07705284573075512,-0.07705284573075512,0.0,0.0,0.0,10.230802814633531
2024-02-29,25.286752266441297,7.272417570728557,12.727587541024766,25.286752266441297,25.286752266441297,-15.283222019999908,-15.283222019999908,-15.283222019999908,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971801999990697,-0.09971801999990697,-0.09971801999990697,0.0,0.0,0.0,10.00353024644139
2024-03-01,25.082144872518306,7.147538038170588,12.763144503851667,25.082144872518306,25.082144872518306,-15.152062281864083,-15.152062281864083,-15.152062281864083,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03144171813591791,0.03144171813591791,0.03144171813591791,0.0,0.0,0.0,9.930082590654223
2024-03-02,24.877537478595315,6.887321509041714,12.647057745421126,24.877537478595315,24.877537478595315,-15.041329519926773,-15.041329519926773,-15.041329519926773,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.1421744800732287,0.1421744800732287,0.1421744800732287,0.0,0.0,0.0,9.836207958668542
2024-03-03,24.672930084672323,6.704134352301253,12.139464670502255,24.672930084672323,24.672930084672323,-15.221563633550241,-15.221563633550241,-15.221563633550241,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.03805963355023803,-0.03805963355023803,-0.03805963355023803,0.0,0.0,0.0,9.451366451122082
2024-03-04,24.468322690749332,6.485828900906472,12.03559505888529,24.468322690749332,24.468322690749332,-15.181511512263112,-15.181511512263112,-15.181511512263112,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0019924877368876987,0.0019924877368876987,0.0019924877368876987,0.0,0.0,0.0,9.28681117848622
2024-03-05,24.26371529682634,6.15315676876753,11.951575895861536,24.26371529682634,24.26371529682634,-15.144282186664153,-15.144282186664153,-15.144282186664153,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03922181333584552,0.03922181333584552,0.03922181333584552,0.0,0.0,0.0,9.119433110162188
2024-03-06,24.059107902903346,5.863183094263704,11.513507799912116,24.059107902903346,24.059107902903346,-15.2605568457311,-15.2605568457311,-15.2605568457311,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573110044,-0.07705284573110044,-0.07705284573110044,0.0,0.0,0.0,8.798551057172245
2024-03-07,23.854500508980355,5.780391787433037,11.344248343428387,23.854500508980355,23.854500508980355,-15.283222020000174,-15.283222020000174,-15.283222020000174,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971802000017267,-0.09971802000017267,-0.09971802000017267,0.0,0.0,0.0,8.57127848898018
2024-03-08,23.649893115057363,5.558742920413469,11.214663986821693,23.649893115057363,23.649893115057363,-15.15206228186397,-15.15206228186397,-15.15206228186397,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03144171813603329,0.03144171813603329,0.03144171813603329,0.0,0.0,0.0,8.497830833193394
2024-03-09,23.445285721134372,5.602324465125556,10.9952617732452,23.445285721134372,23.445285721134372,-15.041329519926826,-15.041329519926826,-15.041329519926826,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007317607,0.14217448007317607,0.14217448007317607,0.0,0.0,0.0,8.403956201207546
2024-03-10,23.24067832721138,5.112766562415164,10.908485666753363,23.24067832721138,23.24067832721138,-15.221563633550389,-15.221563633550389,-15.221563633550389,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.038059633550386926,-0.038059633550386926,-0.038059633550386926,0.0,0.0,0.0,8.019114693660992
2024-03-11,23.03607093328839,4.800873039122219,10.820278645215312,23.03607093328839,23.03607093328839,-15.181511512263086,-15.181511512263086,-15.181511512263086,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0019924877369146138,0.0019924877369146138,0.0019924877369146138,0.0,0.0,0.0,7.854559421025304
2024-03-12,22.889206553064028,4.849887943147728,10.735010001551787,22.889206553064028,22.889206553064028,-15.144282186664327,-15.144282186664327,-15.144282186664327,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03922181333567613,0.03922181333567613,0.03922181333567613,0.0,0.0,0.0,7.744924366399701
2024-03-13,22.74234217283967,4.613402150161191,10.368867362550642,22.74234217283967,22.74234217283967,-15.260556845731063,-15.260556845731063,-15.260556845731063,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573106154,-0.07705284573106154,-0.07705284573106154,0.0,0.0,0.0,7.481785327108607
2024-03-14,22.59547779261531,4.716185427335075,10.034137552782267,22.59547779261531,22.59547779261531,-15.283222020000073,-15.283222020000073,-15.283222020000073,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971802000007181,-0.09971802000007181,-0.09971802000007181,0.0,0.0,0.0,7.312255772615236
2024-03-15,22.448613412390948,4.363880183377806,10.278394396690949,22.448613412390948,22.448613412390948,-15.152062281863772,-15.152062281863772,-15.152062281863772,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03144171813622801,0.03144171813622801,0.03144171813622801,0.0,0.0,0.0,7.296551130527176
2024-03-16,22.301749032166583,4.284982500198187,10.014348705058454,22.301749032166583,22.301749032166583,-15.041329519926894,-15.041329519926894,-15.041329519926894,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007310807,0.14217448007310807,0.14217448007310807,0.0,0.0,0.0,7.2604195122396895
2024-03-17,22.15488465194222,4.135124576596996,9.662140868293832,22.15488465194222,22.15488465194222,-15.221563633550351,-15.221563633550351,-15.221563633550351,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.03805963355034952,-0.03805963355034952,-0.03805963355034952,0.0,0.0,0.0,6.933321018391867
2024-03-18,22.008020271717857,4.206486944733768,9.736323965441063,22.008020271717857,22.008020271717857,-15.181511512263409,-15.181511512263409,-15.181511512263409,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.0019924877365924904,0.0019924877365924904,0.0019924877365924904,0.0,0.0,0.0,6.826508759454448
2024-03-19,21.861155891493496,3.8070931629912663,9.403200333844937,21.861155891493496,21.861155891493496,-15.144282186664299,-15.144282186664299,-15.144282186664299,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.039221813335702245,0.039221813335702245,0.039221813335702245,0.0,0.0,0.0,6.716873704829197
2024-03-20,21.71429151126914,3.2638250947667315,9.162869119505247,21.71429151126914,21.71429151126914,-15.260556845731024,-15.260556845731024,-15.260556845731024,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573102263,-0.07705284573102263,-0.07705284573102263,0.0,0.0,0.0,6.453734665538114
2024-03-21,21.567427131044777,3.5895008006875253,9.114109117200677,21.567427131044777,21.567427131044777,-15.283222020000123,-15.283222020000123,-15.283222020000123,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971802000012163,-0.09971802000012163,-0.09971802000012163,0.0,0.0,0.0,6.284205111044654
2024-03-22,21.420562750820416,3.194781976443624,9.156117666366185,21.420562750820416,21.420562750820416,-15.152062281863657,-15.152062281863657,-15.152062281863657,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.03144171813634337,0.03144171813634337,0.03144171813634337,0.0,0.0,0.0,6.268500468956759
2024-03-23,21.2998067541577,3.4218172840078696,9.15717793542683,21.2998067541577,21.2998067541577,-15.041329519926624,-15.041329519926624,-15.041329519926624,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.142174480073378,0.142174480073378,0.142174480073378,0.0,0.0,0.0,6.258477234231076
2024-03-24,21.17905075749498,3.3217385888547812,8.903595326057884,21.17905075749498,21.17905075749498,-15.2215636335505,-15.2215636335505,-15.2215636335505,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.038059633550498406,-0.038059633550498406,-0.038059633550498406,0.0,0.0,0.0,5.95748712394448
2024-03-25,21.058294760832265,3.00848586029801,8.686391395693166,21.058294760832265,21.058294760832265,-15.181511512263382,-15.181511512263382,-15.181511512263382,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.001992487736619404,0.001992487736619404,0.001992487736619404,0.0,0.0,0.0,5.8767832485688825
2024-03-26,20.937538764169545,3.0045175384912355,8.625509425951176,20.937538764169545,20.937538764169545,-15.14428218666447,-15.14428218666447,-15.14428218666447,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.039221813335532846,0.039221813335532846,0.039221813335532846,0.0,0.0,0.0,5.793256577505076
2024-03-27,20.81678276750683,2.722479157049415,8.620993387174954,20.81678276750683,20.81678276750683,-15.260556845731177,-15.260556845731177,-15.260556845731177,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.07705284573117582,-0.07705284573117582,-0.07705284573117582,0.0,0.0,0.0,5.556225921775653
2024-03-28,20.696026770844114,2.446445729183047,7.909688692439821,20.696026770844114,20.696026770844114,-15.28322201999987,-15.28322201999987,-15.28322201999987,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.09971801999987012,-0.09971801999987012,-0.09971801999987012,0.0,0.0,0.0,5.412804750844243
2024-03-29,20.57527077418139,2.6314754836485337,8.149404717065723,20.57527077418139,20.57527077418139,-15.152062281864275,-15.152062281864275,-15.152062281864275,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.031441718135723856,0.031441718135723856,0.031441718135723856,0.0,0.0,0.0,5.423208492317116
2024-03-30,20.45451477751868,2.503193531836624,8.239007657041867,20.45451477751868,20.45451477751868,-15.041329519926691,-15.041329519926691,-15.041329519926691,-15.183504000000001,-15.183504000000001,-15.183504000000001,0.14217448007331002,0.14217448007331002,0.14217448007331002,0.0,0.0,0.0,5.413185257591987
2024-03-31,20.33375878085596,2.4689484173291323,7.687370291667812,20.33375878085596,20.33375878085596,-15.221563633550648,-15.221563633550648,-15.221563633550648,-15.183504000000001,-15.183504000000001,-15.183504000000001,-0.0380596335506473,-0.0380596335506473,-0.0380596335506473,0.0,0.0,0.0,5.112195147305311
